Date,AAPL,AMZN,BAC,CVX,GLD,GOOGL,GS,IBIT,JNJ,JPM,META,MSFT,NVDA,PFE,SLV,TLT,TSLA,UNH,USO,WMT,XOM
2020-06-18,85.13871002197266,132.69900512695312,21.665634155273438,70.87063598632812,162.24000549316406,71.07575225830078,177.22735595703125,,121.39812469482422,84.45150756835938,233.8861083984375,186.6008758544922,9.175494194030762,23.43698501586914,16.209999084472656,135.14561462402344,66.9306640625,261.91925048828125,27.889999389648438,36.318450927734375,36.23130798339844
2020-06-19,84.65217590332031,133.75050354003906,21.847335815429688,69.8608169555664,164.02999877929688,70.60591888427734,175.305908203125,,121.753662109375,83.48699188232422,236.71127319335938,185.48878479003906,9.218545913696289,23.56389808654785,16.489999771118164,135.2538604736328,66.72666931152344,262.8306579589844,28.229999542236328,36.89097595214844,35.50544738769531
2020-06-22,86.86698913574219,135.6909942626953,21.302234649658203,70.60083770751953,165.08999633789062,71.89549255371094,176.86221313476562,,121.38114929199219,82.58221435546875,237.13754272460938,190.6405029296875,9.482821464538574,23.345321655273438,16.5,135.2705078125,66.28800201416016,264.1212158203125,28.979999542236328,37.45427703857422,35.845211029052734
2020-06-23,88.72112274169922,138.2205047607422,21.44931983947754,70.4852066040039,166.47999572753906,72.55562591552734,178.04464721679688,,120.93252563476562,83.58943176269531,240.1312713623047,191.91412353515625,9.406424522399902,23.105592727661133,16.760000228881836,134.3460235595703,66.78533172607422,268.5703125,28.719999313354492,37.26649856567383,36.06141662597656
2020-06-24,87.15501403808594,136.72000122070312,20.60138702392578,67.5560302734375,165.89999389648438,71.0053939819336,172.16722106933594,,118.359130859375,80.79826354980469,231.98284912109375,188.04563903808594,9.192912101745605,22.696645736694336,16.280000686645508,135.78692626953125,64.0566635131836,260.9715881347656,27.25,37.02949523925781,34.362606048583984
2020-06-25,88.31208038330078,137.72900390625,21.388757705688477,68.76628112792969,165.8000030517578,71.42168426513672,180.06173706054688,,118.232177734375,83.6150131225586,233.6283721923828,190.42185974121094,9.446240425109863,22.78830909729004,16.59000015258789,136.17835998535156,65.73200225830078,267.3249206542969,27.940000534057617,36.84788513183594,34.87997817993164
2020-06-26,85.59859466552734,134.64349365234375,20.030330657958984,66.64645385742188,166.5399932861328,67.5282211303711,164.49000549316406,,116.65767669677734,79.03140258789062,214.19900512695312,186.6103973388672,9.112787246704102,22.590879440307617,16.6299991607666,137.63592529296875,63.982666015625,258.8959045410156,27.360000610351562,36.42002868652344,33.68307876586914
2020-06-29,87.57139587402344,134.0189971923828,20.23798942565918,67.57915496826172,166.6300048828125,69.24449157714844,168.2112274169922,,117.6988525390625,79.38136291503906,218.71929931640625,188.61593627929688,9.157578468322754,23.013935089111328,16.649999618530273,137.202880859375,67.29000091552734,261.4950866699219,28.270000457763672,36.6478157043457,34.22360610961914
2020-06-30,88.30238342285156,137.9409942626953,20.54947853088379,68.78165435791016,167.3699951171875,70.27931213378906,171.81944274902344,,119.04478454589844,80.28612518310547,225.0933380126953,193.43492126464844,9.453953742980957,23.056238174438477,17.010000228881836,136.53652954101562,71.98733520507812,266.1788330078125,28.059999465942383,36.86942672729492,34.53248977661133
2020-07-01,88.13536834716797,143.93499755859375,20.125503540039062,67.54063415527344,166.6199951171875,71.4662857055664,171.77598571777344,,118.83319854736328,79.60328674316406,235.4821014404297,194.56600952148438,9.48605728149414,23.789527893066406,16.81999969482422,136.2714385986328,74.64199829101562,268.6875915527344,28.350000381469727,36.84172821044922,33.75257873535156
