tournament_year,stage,match_date,match_time,utc_offset,home_team,away_team,home_goals,away_goals,result_extra,venue,city,status,home_fifaCode,home_flagCode,home_flagUrl,away_fifaCode,away_flagCode,away_flagUrl
1986,Third place match,1986-06-28,,,France,Belgium,4,2,a.e.t. (2-2),Estadio Cuauhtémoc,Puebla,played,FRA,fr,https://flagcdn.com/w80/fr.png,BEL,be,https://flagcdn.com/w80/be.png
1986,Final,1986-06-29,,,Argentina,West Germany,3,2,,Estadio Azteca,Mexico City,played,ARG,ar,https://flagcdn.com/w80/ar.png,FRG,de,https://flagcdn.com/w80/de.png
1990,Group A,1990-06-09,,,Italy,Austria,1,0,,Stadio Olimpico,Rome,played,ITA,it,https://flagcdn.com/w80/it.png,AUT,at,https://flagcdn.com/w80/at.png
1990,Group A,1990-06-10,,,United States,Czechoslovakia,1,5,,Stadio Comunale,Florence,played,USA,us,https://flagcdn.com/w80/us.png,TCH,cz,https://flagcdn.com/w80/cz.png
1990,Group A,1990-06-14,,,Italy,United States,1,0,,Stadio Olimpico,Rome,played,ITA,it,https://flagcdn.com/w80/it.png,USA,us,https://flagcdn.com/w80/us.png
1990,Group A,1990-06-15,,,Austria,Czechoslovakia,0,1,,Stadio Comunale,Florence,played,AUT,at,https://flagcdn.com/w80/at.png,TCH,cz,https://flagcdn.com/w80/cz.png
1990,Group A,1990-06-19,,,Italy,Czechoslovakia,2,0,,Stadio Olimpico,Rome,played,ITA,it,https://flagcdn.com/w80/it.png,TCH,cz,https://flagcdn.com/w80/cz.png
1990,Group A,1990-06-19,,,Austria,United States,2,1,,Stadio Comunale,Florence,played,AUT,at,https://flagcdn.com/w80/at.png,USA,us,https://flagcdn.com/w80/us.png
1990,Group B,1990-06-08,,,Argentina,Cameroon,0,1,,San Siro,Milan,played,ARG,ar,https://flagcdn.com/w80/ar.png,CMR,cm,https://flagcdn.com/w80/cm.png
1990,Group B,1990-06-09,,,Soviet Union,Romania,0,2,,Stadio San Nicola,Bari,played,URS,ru,https://flagcdn.com/w80/ru.png,ROU,ro,https://flagcdn.com/w80/ro.png
1990,Group B,1990-06-13,,,Argentina,Soviet Union,2,0,,Stadio San Paolo,Naples,played,ARG,ar,https://flagcdn.com/w80/ar.png,URS,ru,https://flagcdn.com/w80/ru.png
1990,Group B,1990-06-14,,,Cameroon,Romania,2,1,,Stadio San Nicola,Bari,played,CMR,cm,https://flagcdn.com/w80/cm.png,ROU,ro,https://flagcdn.com/w80/ro.png
1990,Group B,1990-06-18,,,Argentina,Romania,1,1,,Stadio San Paolo,Naples,played,ARG,ar,https://flagcdn.com/w80/ar.png,ROU,ro,https://flagcdn.com/w80/ro.png
1990,Group B,1990-06-18,,,Cameroon,Soviet Union,0,4,,Stadio San Nicola,Bari,played,CMR,cm,https://flagcdn.com/w80/cm.png,URS,ru,https://flagcdn.com/w80/ru.png
1990,Group C,1990-06-10,,,Brazil,Sweden,2,1,,Stadio Delle Alpi,Turin,played,BRA,br,https://flagcdn.com/w80/br.png,SWE,se,https://flagcdn.com/w80/se.png
1990,Group C,1990-06-11,,,Costa Rica,Scotland,1,0,,Stadio Luigi Ferraris,Genoa,played,CRC,cr,https://flagcdn.com/w80/cr.png,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png
1990,Group C,1990-06-16,,,Brazil,Costa Rica,1,0,,Stadio Delle Alpi,Turin,played,BRA,br,https://flagcdn.com/w80/br.png,CRC,cr,https://flagcdn.com/w80/cr.png
1990,Group C,1990-06-16,,,Sweden,Scotland,1,2,,Stadio Luigi Ferraris,Genoa,played,SWE,se,https://flagcdn.com/w80/se.png,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png
1990,Group C,1990-06-20,,,Brazil,Scotland,1,0,,Stadio Delle Alpi,Turin,played,BRA,br,https://flagcdn.com/w80/br.png,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png
1990,Group C,1990-06-20,,,Sweden,Costa Rica,1,2,,Stadio Luigi Ferraris,Genoa,played,SWE,se,https://flagcdn.com/w80/se.png,CRC,cr,https://flagcdn.com/w80/cr.png
1990,Group D,1990-06-09,,,United Arab Emirates,Colombia,0,2,,Stadio Renato Dall'Ara,Bologna,played,UAE,ae,https://flagcdn.com/w80/ae.png,COL,co,https://flagcdn.com/w80/co.png
1990,Group D,1990-06-10,,,West Germany,Yugoslavia,4,1,,San Siro,Milan,played,FRG,de,https://flagcdn.com/w80/de.png,YUG,rs,https://flagcdn.com/w80/rs.png
1990,Group D,1990-06-14,,,Yugoslavia,Colombia,1,0,,Stadio Renato Dall'Ara,Bologna,played,YUG,rs,https://flagcdn.com/w80/rs.png,COL,co,https://flagcdn.com/w80/co.png
1990,Group D,1990-06-15,,,West Germany,United Arab Emirates,5,1,,San Siro,Milan,played,FRG,de,https://flagcdn.com/w80/de.png,UAE,ae,https://flagcdn.com/w80/ae.png
1990,Group D,1990-06-19,,,West Germany,Colombia,1,1,,San Siro,Milan,played,FRG,de,https://flagcdn.com/w80/de.png,COL,co,https://flagcdn.com/w80/co.png
1990,Group D,1990-06-19,,,Yugoslavia,United Arab Emirates,4,1,,Stadio Renato Dall'Ara,Bologna,played,YUG,rs,https://flagcdn.com/w80/rs.png,UAE,ae,https://flagcdn.com/w80/ae.png
1990,Group E,1990-06-12,,,Belgium,South Korea,2,0,,Stadio Marc'Antonio Bentegodi,Verona,played,BEL,be,https://flagcdn.com/w80/be.png,KOR,kr,https://flagcdn.com/w80/kr.png
1990,Group E,1990-06-13,,,Uruguay,Spain,0,0,,Stadio Friuli,Udine,played,URU,uy,https://flagcdn.com/w80/uy.png,ESP,es,https://flagcdn.com/w80/es.png
1990,Group E,1990-06-17,,,Belgium,Uruguay,3,1,,Stadio Marc'Antonio Bentegodi,Verona,played,BEL,be,https://flagcdn.com/w80/be.png,URU,uy,https://flagcdn.com/w80/uy.png
1990,Group E,1990-06-17,,,South Korea,Spain,1,3,,Stadio Friuli,Udine,played,KOR,kr,https://flagcdn.com/w80/kr.png,ESP,es,https://flagcdn.com/w80/es.png
1990,Group E,1990-06-21,,,Belgium,Spain,1,2,,Stadio Marc'Antonio Bentegodi,Verona,played,BEL,be,https://flagcdn.com/w80/be.png,ESP,es,https://flagcdn.com/w80/es.png
1990,Group E,1990-06-21,,,South Korea,Uruguay,0,1,,Stadio Friuli,Udine,played,KOR,kr,https://flagcdn.com/w80/kr.png,URU,uy,https://flagcdn.com/w80/uy.png
1990,Group F,1990-06-11,,,England,Ireland,1,1,,Stadio Sant'Elia,Cagliari,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,IRL,ie,https://flagcdn.com/w80/ie.png
1990,Group F,1990-06-12,,,Netherlands,Egypt,1,1,,Stadio La Favorita,Palermo,played,NED,nl,https://flagcdn.com/w80/nl.png,EGY,eg,https://flagcdn.com/w80/eg.png
1990,Group F,1990-06-16,,,England,Netherlands,0,0,,Stadio Sant'Elia,Cagliari,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,NED,nl,https://flagcdn.com/w80/nl.png
1990,Group F,1990-06-17,,,Ireland,Egypt,0,0,,Stadio La Favorita,Palermo,played,IRL,ie,https://flagcdn.com/w80/ie.png,EGY,eg,https://flagcdn.com/w80/eg.png
1990,Group F,1990-06-21,,,England,Egypt,1,0,,Stadio Sant'Elia,Cagliari,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,EGY,eg,https://flagcdn.com/w80/eg.png
1990,Group F,1990-06-21,,,Ireland,Netherlands,1,1,,Stadio La Favorita,Palermo,played,IRL,ie,https://flagcdn.com/w80/ie.png,NED,nl,https://flagcdn.com/w80/nl.png
1990,Round of 16,1990-06-23,,,Cameroon,Colombia,2,1,a.e.t. (0-0),Stadio San Paolo,Naples,played,CMR,cm,https://flagcdn.com/w80/cm.png,COL,co,https://flagcdn.com/w80/co.png
1990,Round of 16,1990-06-23,,,Czechoslovakia,Costa Rica,4,1,,Stadio San Nicola,Bari,played,TCH,cz,https://flagcdn.com/w80/cz.png,CRC,cr,https://flagcdn.com/w80/cr.png
1990,Round of 16,1990-06-24,,,Brazil,Argentina,0,1,,Stadio Delle Alpi,Turin,played,BRA,br,https://flagcdn.com/w80/br.png,ARG,ar,https://flagcdn.com/w80/ar.png
1990,Round of 16,1990-06-24,,,West Germany,Netherlands,2,1,,San Siro,Milan,played,FRG,de,https://flagcdn.com/w80/de.png,NED,nl,https://flagcdn.com/w80/nl.png
1990,Round of 16,1990-06-25,,,Ireland,Romania,0,0,a.e.t. (0-0) 5-4 pen.,Stadio Luigi Ferraris,Genoa,played,IRL,ie,https://flagcdn.com/w80/ie.png,ROU,ro,https://flagcdn.com/w80/ro.png
1990,Round of 16,1990-06-25,,,Italy,Uruguay,2,0,,Stadio Olimpico,Rome,played,ITA,it,https://flagcdn.com/w80/it.png,URU,uy,https://flagcdn.com/w80/uy.png
1990,Round of 16,1990-06-26,,,Spain,Yugoslavia,1,2,a.e.t. (1-1),Stadio Marc'Antonio Bentegodi,Verona,played,ESP,es,https://flagcdn.com/w80/es.png,YUG,rs,https://flagcdn.com/w80/rs.png
1990,Round of 16,1990-06-26,,,England,Belgium,1,0,a.e.t. (0-0),Stadio Renato Dall'Ara,Bologna,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,BEL,be,https://flagcdn.com/w80/be.png
1990,Quarter-finals,1990-06-30,,,Yugoslavia,Argentina,0,0,a.e.t. (0-0) 2-3 pen.,Stadio Artemio Franchi,Florence,played,YUG,rs,https://flagcdn.com/w80/rs.png,ARG,ar,https://flagcdn.com/w80/ar.png
1990,Quarter-finals,1990-06-30,,,Italy,Ireland,1,0,,Stadio Olimpico,Rome,played,ITA,it,https://flagcdn.com/w80/it.png,IRL,ie,https://flagcdn.com/w80/ie.png
1990,Quarter-finals,1990-07-01,,,West Germany,Czechoslovakia,1,0,,San Siro,Milan,played,FRG,de,https://flagcdn.com/w80/de.png,TCH,cz,https://flagcdn.com/w80/cz.png
1990,Quarter-finals,1990-07-01,,,England,Cameroon,3,2,a.e.t. (2-2),Stadio San Paolo,Naples,played,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png,CMR,cm,https://flagcdn.com/w80/cm.png
1990,Semi-finals,1990-07-03,,,Italy,Argentina,1,1,a.e.t. (1-1) 3-4 pen.,Stadio San Paolo,Naples,played,ITA,it,https://flagcdn.com/w80/it.png,ARG,ar,https://flagcdn.com/w80/ar.png
1990,Semi-finals,1990-07-04,,,West Germany,England,1,1,a.e.t. (1-1) 4-3 pen.,Stadio delle Alpi,Turin,played,FRG,de,https://flagcdn.com/w80/de.png,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
1990,Third place match,1990-07-07,,,Italy,England,2,1,,Stadio San Nicola,Bari,played,ITA,it,https://flagcdn.com/w80/it.png,ENG,gb-eng,https://flagcdn.com/w80/gb-eng.png
1990,Final,1990-07-08,,,West Germany,Argentina,1,0,,Stadio Olimpico,Rome,played,FRG,de,https://flagcdn.com/w80/de.png,ARG,ar,https://flagcdn.com/w80/ar.png
1994,Group A,1994-06-18,,,USA,Switzerland,1,1,,Pontiac Silverdome,Pontiac,played,USA,us,https://flagcdn.com/w80/us.png,SUI,ch,https://flagcdn.com/w80/ch.png
1994,Group A,1994-06-18,,,Colombia,Romania,1,3,,Rose Bowl,Pasadena,played,COL,co,https://flagcdn.com/w80/co.png,ROU,ro,https://flagcdn.com/w80/ro.png
1994,Group A,1994-06-22,,,Romania,Switzerland,1,4,,Pontiac Silverdome,Pontiac,played,ROU,ro,https://flagcdn.com/w80/ro.png,SUI,ch,https://flagcdn.com/w80/ch.png
1994,Group A,1994-06-22,,,USA,Colombia,2,1,,Rose Bowl,Pasadena,played,USA,us,https://flagcdn.com/w80/us.png,COL,co,https://flagcdn.com/w80/co.png
1994,Group A,1994-06-26,,,USA,Romania,0,1,,Rose Bowl,Pasadena,played,USA,us,https://flagcdn.com/w80/us.png,ROU,ro,https://flagcdn.com/w80/ro.png
1994,Group A,1994-06-26,,,Switzerland,Colombia,0,2,,Stanford Stadium,Stanford,played,SUI,ch,https://flagcdn.com/w80/ch.png,COL,co,https://flagcdn.com/w80/co.png
1994,Group B,1994-06-19,,,Cameroon,Sweden,2,2,,Rose Bowl,Pasadena,played,CMR,cm,https://flagcdn.com/w80/cm.png,SWE,se,https://flagcdn.com/w80/se.png
1994,Group B,1994-06-20,,,Brazil,Russia,2,0,,Stanford Stadium,Stanford,played,BRA,br,https://flagcdn.com/w80/br.png,RUS,ru,https://flagcdn.com/w80/ru.png
1994,Group B,1994-06-24,,,Brazil,Cameroon,3,0,,Stanford Stadium,Stanford,played,BRA,br,https://flagcdn.com/w80/br.png,CMR,cm,https://flagcdn.com/w80/cm.png
1994,Group B,1994-06-24,,,Sweden,Russia,3,1,,Pontiac Silverdome,Pontiac,played,SWE,se,https://flagcdn.com/w80/se.png,RUS,ru,https://flagcdn.com/w80/ru.png
1994,Group B,1994-06-28,,,Russia,Cameroon,6,1,,Stanford Stadium,Stanford,played,RUS,ru,https://flagcdn.com/w80/ru.png,CMR,cm,https://flagcdn.com/w80/cm.png
1994,Group B,1994-06-28,,,Brazil,Sweden,1,1,,Pontiac Silverdome,Pontiac,played,BRA,br,https://flagcdn.com/w80/br.png,SWE,se,https://flagcdn.com/w80/se.png
1994,Group C,1994-06-17,,,Germany,Bolivia,1,0,,Soldier Field,Chicago,played,GER,de,https://flagcdn.com/w80/de.png,BOL,bo,https://flagcdn.com/w80/bo.png
1994,Group C,1994-06-17,,,Spain,South Korea,2,2,,Cotton Bowl,Dallas,played,ESP,es,https://flagcdn.com/w80/es.png,KOR,kr,https://flagcdn.com/w80/kr.png
1994,Group C,1994-06-21,,,Germany,Spain,1,1,,Soldier Field,Chicago,played,GER,de,https://flagcdn.com/w80/de.png,ESP,es,https://flagcdn.com/w80/es.png
1994,Group C,1994-06-23,,,South Korea,Bolivia,0,0,,Foxboro Stadium,Foxborough,played,KOR,kr,https://flagcdn.com/w80/kr.png,BOL,bo,https://flagcdn.com/w80/bo.png
1994,Group C,1994-06-27,,,Bolivia,Spain,1,3,,Soldier Field,Chicago,played,BOL,bo,https://flagcdn.com/w80/bo.png,ESP,es,https://flagcdn.com/w80/es.png
1994,Group C,1994-06-27,,,Germany,South Korea,3,2,,Cotton Bowl,Dallas,played,GER,de,https://flagcdn.com/w80/de.png,KOR,kr,https://flagcdn.com/w80/kr.png
1994,Group D,1994-06-21,,,Argentina,Greece,4,0,,Foxboro Stadium,Foxborough,played,ARG,ar,https://flagcdn.com/w80/ar.png,GRE,gr,https://flagcdn.com/w80/gr.png
1994,Group D,1994-06-21,,,Nigeria,Bulgaria,3,0,,Cotton Bowl,Dallas,played,NGA,ng,https://flagcdn.com/w80/ng.png,BUL,bg,https://flagcdn.com/w80/bg.png
1994,Group D,1994-06-25,,,Argentina,Nigeria,2,1,,Foxboro Stadium,Foxborough,played,ARG,ar,https://flagcdn.com/w80/ar.png,NGA,ng,https://flagcdn.com/w80/ng.png
1994,Group D,1994-06-26,,,Greece,Bulgaria,0,4,,Soldier Field,Chicago,played,GRE,gr,https://flagcdn.com/w80/gr.png,BUL,bg,https://flagcdn.com/w80/bg.png
1994,Group D,1994-06-30,,,Greece,Nigeria,0,2,,Foxboro Stadium,Foxborough,played,GRE,gr,https://flagcdn.com/w80/gr.png,NGA,ng,https://flagcdn.com/w80/ng.png
1994,Group D,1994-06-30,,,Argentina,Bulgaria,0,2,,Cotton Bowl,Dallas,played,ARG,ar,https://flagcdn.com/w80/ar.png,BUL,bg,https://flagcdn.com/w80/bg.png
1994,Group E,1994-06-18,,,Italy,Ireland,0,1,,Giants Stadium,East Rutherford,played,ITA,it,https://flagcdn.com/w80/it.png,IRL,ie,https://flagcdn.com/w80/ie.png
1994,Group E,1994-06-19,,,Norway,Mexico,1,0,,RFK Stadium,Washington,played,NOR,no,https://flagcdn.com/w80/no.png,MEX,mx,https://flagcdn.com/w80/mx.png
1994,Group E,1994-06-23,,,Italy,Norway,1,0,,Giants Stadium,East Rutherford,played,ITA,it,https://flagcdn.com/w80/it.png,NOR,no,https://flagcdn.com/w80/no.png
1994,Group E,1994-06-24,,,Mexico,Ireland,2,1,,Citrus Bowl,Orlando,played,MEX,mx,https://flagcdn.com/w80/mx.png,IRL,ie,https://flagcdn.com/w80/ie.png
1994,Group E,1994-06-28,,,Ireland,Norway,0,0,,Giants Stadium,East Rutherford,played,IRL,ie,https://flagcdn.com/w80/ie.png,NOR,no,https://flagcdn.com/w80/no.png
1994,Group E,1994-06-28,,,Italy,Mexico,1,1,,RFK Stadium,Washington,played,ITA,it,https://flagcdn.com/w80/it.png,MEX,mx,https://flagcdn.com/w80/mx.png
1994,Group F,1994-06-19,,,Belgium,Morocco,1,0,,Citrus Bowl,Orlando,played,BEL,be,https://flagcdn.com/w80/be.png,MAR,ma,https://flagcdn.com/w80/ma.png
1994,Group F,1994-06-20,,,Netherlands,Saudi Arabia,2,1,,RFK Stadium,Washington,played,NED,nl,https://flagcdn.com/w80/nl.png,KSA,sa,https://flagcdn.com/w80/sa.png
1994,Group F,1994-06-25,,,Belgium,Netherlands,1,0,,Citrus Bowl,Orlando,played,BEL,be,https://flagcdn.com/w80/be.png,NED,nl,https://flagcdn.com/w80/nl.png
1994,Group F,1994-06-25,,,Saudi Arabia,Morocco,2,1,,Giants Stadium,East Rutherford,played,KSA,sa,https://flagcdn.com/w80/sa.png,MAR,ma,https://flagcdn.com/w80/ma.png
1994,Group F,1994-06-29,,,Morocco,Netherlands,1,2,,Citrus Bowl,Orlando,played,MAR,ma,https://flagcdn.com/w80/ma.png,NED,nl,https://flagcdn.com/w80/nl.png
1994,Group F,1994-06-29,,,Belgium,Saudi Arabia,0,1,,RFK Stadium,Washington,played,BEL,be,https://flagcdn.com/w80/be.png,KSA,sa,https://flagcdn.com/w80/sa.png
1994,Round of 16,1994-07-02,,,Germany,Belgium,3,2,,Soldier Field,Chicago,played,GER,de,https://flagcdn.com/w80/de.png,BEL,be,https://flagcdn.com/w80/be.png
1994,Round of 16,1994-07-02,,,Spain,Switzerland,3,0,,RFK Stadium,Washington,played,ESP,es,https://flagcdn.com/w80/es.png,SUI,ch,https://flagcdn.com/w80/ch.png
1994,Round of 16,1994-07-03,,,Saudi Arabia,Sweden,1,3,,Cotton Bowl,Dallas,played,KSA,sa,https://flagcdn.com/w80/sa.png,SWE,se,https://flagcdn.com/w80/se.png
1994,Round of 16,1994-07-03,,,Romania,Argentina,3,2,,Rose Bowl,Pasadena,played,ROU,ro,https://flagcdn.com/w80/ro.png,ARG,ar,https://flagcdn.com/w80/ar.png
1994,Round of 16,1994-07-04,,,Netherlands,Ireland,2,0,,Citrus Bowl,Orlando,played,NED,nl,https://flagcdn.com/w80/nl.png,IRL,ie,https://flagcdn.com/w80/ie.png
1994,Round of 16,1994-07-04,,,Brazil,USA,1,0,,Stanford Stadium,Stanford,played,BRA,br,https://flagcdn.com/w80/br.png,USA,us,https://flagcdn.com/w80/us.png
1994,Round of 16,1994-07-05,,,Nigeria,Italy,1,2,a.e.t. (1-1),Foxboro Stadium,Foxborough,played,NGA,ng,https://flagcdn.com/w80/ng.png,ITA,it,https://flagcdn.com/w80/it.png
1994,Round of 16,1994-07-05,,,Mexico,Bulgaria,1,1,a.e.t. (1-1) 1-3 pen.,Giants Stadium,East Rutherford,played,MEX,mx,https://flagcdn.com/w80/mx.png,BUL,bg,https://flagcdn.com/w80/bg.png
1994,Quarter-finals,1994-07-09,,,Italy,Spain,2,1,,Foxboro Stadium,Foxborough,played,ITA,it,https://flagcdn.com/w80/it.png,ESP,es,https://flagcdn.com/w80/es.png
1994,Quarter-finals,1994-07-09,,,Netherlands,Brazil,2,3,,Cotton Bowl,Dallas,played,NED,nl,https://flagcdn.com/w80/nl.png,BRA,br,https://flagcdn.com/w80/br.png
1994,Quarter-finals,1994-07-10,,,Bulgaria,Germany,2,1,,Giants Stadium,East Rutherford,played,BUL,bg,https://flagcdn.com/w80/bg.png,GER,de,https://flagcdn.com/w80/de.png
1994,Quarter-finals,1994-07-10,,,Romania,Sweden,2,2,a.e.t. (1-1) 4-5 pen.,Stanford Stadium,Stanford,played,ROU,ro,https://flagcdn.com/w80/ro.png,SWE,se,https://flagcdn.com/w80/se.png
1994,Semi-finals,1994-07-13,,,Bulgaria,Italy,1,2,,Giants Stadium,East Rutherford,played,BUL,bg,https://flagcdn.com/w80/bg.png,ITA,it,https://flagcdn.com/w80/it.png
1994,Semi-finals,1994-07-13,,,Sweden,Brazil,0,1,,Rose Bowl,Pasadena,played,SWE,se,https://flagcdn.com/w80/se.png,BRA,br,https://flagcdn.com/w80/br.png
1994,Third-place match,1994-07-16,,,Sweden,Bulgaria,4,0,,Rose Bowl,Pasadena,played,SWE,se,https://flagcdn.com/w80/se.png,BUL,bg,https://flagcdn.com/w80/bg.png
1994,Final,1994-07-17,,,Brazil,Italy,0,0,a.e.t. (0-0) 3-2 pen.,Rose Bowl,Pasadena,played,BRA,br,https://flagcdn.com/w80/br.png,ITA,it,https://flagcdn.com/w80/it.png
1998,Group A,1998-06-10,,,Brazil,Scotland,2,1,,Stade de France,Saint-Denis,played,BRA,br,https://flagcdn.com/w80/br.png,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png
1998,Group A,1998-06-10,,,Morocco,Norway,2,2,,Stade de la Mosson,Montpellier,played,MAR,ma,https://flagcdn.com/w80/ma.png,NOR,no,https://flagcdn.com/w80/no.png
1998,Group A,1998-06-16,,,Scotland,Norway,1,1,,Parc Lescure,Bordeaux,played,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png,NOR,no,https://flagcdn.com/w80/no.png
1998,Group A,1998-06-16,,,Brazil,Morocco,3,0,,Stade de la Beaujoire,Nantes,played,BRA,br,https://flagcdn.com/w80/br.png,MAR,ma,https://flagcdn.com/w80/ma.png
1998,Group A,1998-06-23,,,Scotland,Morocco,0,3,,Stade Geoffroy-Guichard,Saint-Étienne,played,SCO,gb-sct,https://flagcdn.com/w80/gb-sct.png,MAR,ma,https://flagcdn.com/w80/ma.png
1998,Group A,1998-06-23,,,Brazil,Norway,1,2,,Stade Vélodrome,Marseille,played,BRA,br,https://flagcdn.com/w80/br.png,NOR,no,https://flagcdn.com/w80/no.png
1998,Group B,1998-06-11,,,Cameroon,Austria,1,1,,Stade de Toulouse,Toulouse,played,CMR,cm,https://flagcdn.com/w80/cm.png,AUT,at,https://flagcdn.com/w80/at.png
1998,Group B,1998-06-11,,,Italy,Chile,2,2,,Parc Lescure,Bordeaux,played,ITA,it,https://flagcdn.com/w80/it.png,CHI,cl,https://flagcdn.com/w80/cl.png
1998,Group B,1998-06-17,,,Chile,Austria,1,1,,Stade Geoffroy-Guichard,Saint-Étienne,played,CHI,cl,https://flagcdn.com/w80/cl.png,AUT,at,https://flagcdn.com/w80/at.png
1998,Group B,1998-06-17,,,Italy,Cameroon,3,0,,Stade de la Mosson,Montpellier,played,ITA,it,https://flagcdn.com/w80/it.png,CMR,cm,https://flagcdn.com/w80/cm.png
1998,Group B,1998-06-23,,,Italy,Austria,2,1,,Stade de France,Saint-Denis,played,ITA,it,https://flagcdn.com/w80/it.png,AUT,at,https://flagcdn.com/w80/at.png
1998,Group B,1998-06-23,,,Chile,Cameroon,1,1,,Stade de la Beaujoire,Nantes,played,CHI,cl,https://flagcdn.com/w80/cl.png,CMR,cm,https://flagcdn.com/w80/cm.png
1998,Group C,1998-06-12,,,Saudi Arabia,Denmark,0,1,,Stade Félix Bollaert,Lens,played,KSA,sa,https://flagcdn.com/w80/sa.png,DEN,dk,https://flagcdn.com/w80/dk.png
1998,Group C,1998-06-12,,,France,South Africa,3,0,,Stade Vélodrome,Marseille,played,FRA,fr,https://flagcdn.com/w80/fr.png,RSA,za,https://flagcdn.com/w80/za.png
1998,Group C,1998-06-18,,,France,Saudi Arabia,4,0,,Stade de France,Saint-Denis,played,FRA,fr,https://flagcdn.com/w80/fr.png,KSA,sa,https://flagcdn.com/w80/sa.png
1998,Group C,1998-06-18,,,South Africa,Denmark,1,1,,Stade de Toulouse,Toulouse,played,RSA,za,https://flagcdn.com/w80/za.png,DEN,dk,https://flagcdn.com/w80/dk.png
1998,Group C,1998-06-24,,,France,Denmark,2,1,,Stade Gerland,Lyon,played,FRA,fr,https://flagcdn.com/w80/fr.png,DEN,dk,https://flagcdn.com/w80/dk.png
1998,Group C,1998-06-24,,,South Africa,Saudi Arabia,2,2,,Parc Lescure,Bordeaux,played,RSA,za,https://flagcdn.com/w80/za.png,KSA,sa,https://flagcdn.com/w80/sa.png
1998,Group D,1998-06-12,,,Paraguay,Bulgaria,0,0,,Stade de la Mosson,Montpellier,played,PAR,py,https://flagcdn.com/w80/py.png,BUL,bg,https://flagcdn.com/w80/bg.png
1998,Group D,1998-06-13,,,Spain,Nigeria,2,3,,Stade de la Beaujoire,Nantes,played,ESP,es,https://flagcdn.com/w80/es.png,NGA,ng,https://flagcdn.com/w80/ng.png
1998,Group D,1998-06-19,,,Nigeria,Bulgaria,1,0,,Parc des Princes,Paris,played,NGA,ng,https://flagcdn.com/w80/ng.png,BUL,bg,https://flagcdn.com/w80/bg.png
1998,Group D,1998-06-19,,,Spain,Paraguay,0,0,,Stade Geoffroy-Guichard,Saint-Étienne,played,ESP,es,https://flagcdn.com/w80/es.png,PAR,py,https://flagcdn.com/w80/py.png
1998,Group D,1998-06-24,,,Spain,Bulgaria,6,1,,Stade Félix Bollaert,Lens,played,ESP,es,https://flagcdn.com/w80/es.png,BUL,bg,https://flagcdn.com/w80/bg.png
1998,Group D,1998-06-24,,,Nigeria,Paraguay,1,3,,Stade de Toulouse,Toulouse,played,NGA,ng,https://flagcdn.com/w80/ng.png,PAR,py,https://flagcdn.com/w80/py.png
1998,Group E,1998-06-13,,,Netherlands,Belgium,0,0,,Stade de France,Saint-Denis,played,NED,nl,https://flagcdn.com/w80/nl.png,BEL,be,https://flagcdn.com/w80/be.png
1998,Group E,1998-06-13,,,South Korea,Mexico,1,3,,Stade Gerland,Lyon,played,KOR,kr,https://flagcdn.com/w80/kr.png,MEX,mx,https://flagcdn.com/w80/mx.png
1998,Group E,1998-06-20,,,Netherlands,South Korea,5,0,,Stade Vélodrome,Marseille,played,NED,nl,https://flagcdn.com/w80/nl.png,KOR,kr,https://flagcdn.com/w80/kr.png
1998,Group E,1998-06-20,,,Belgium,Mexico,2,2,,Parc Lescure,Bordeaux,played,BEL,be,https://flagcdn.com/w80/be.png,MEX,mx,https://flagcdn.com/w80/mx.png
1998,Group E,1998-06-25,,,Belgium,South Korea,1,1,,Parc des Princes,Paris,played,BEL,be,https://flagcdn.com/w80/be.png,KOR,kr,https://flagcdn.com/w80/kr.png
1998,Group E,1998-06-25,,,Netherlands,Mexico,2,2,,Stade Geoffroy-Guichard,Saint-Étienne,played,NED,nl,https://flagcdn.com/w80/nl.png,MEX,mx,https://flagcdn.com/w80/mx.png
1998,Group F,1998-06-14,,,Yugoslavia,Iran,1,0,,Stade Geoffroy-Guichard,Saint-Étienne,played,YUG,rs,https://flagcdn.com/w80/rs.png,IRN,ir,https://flagcdn.com/w80/ir.png
1998,Group F,1998-06-15,,,Germany,USA,2,0,,Parc des Princes,Paris,played,GER,de,https://flagcdn.com/w80/de.png,USA,us,https://flagcdn.com/w80/us.png
1998,Group F,1998-06-21,,,Germany,Yugoslavia,2,2,,Stade Félix Bollaert,Lens,played,GER,de,https://flagcdn.com/w80/de.png,YUG,rs,https://flagcdn.com/w80/rs.png
1998,Group F,1998-06-21,,,USA,Iran,1,2,,Stade Gerland,Lyon,played,USA,us,https://flagcdn.com/w80/us.png,IRN,ir,https://flagcdn.com/w80/ir.png
